"id"	"type_id"	"mat_id"	"radius"	"name"	"kolvo_sklad"	"norma"	"zakaz"	"group_id"	"shag"	"gabarit"	"width"	"diam"	"geometry"
"348"	"51"	"30"		"C25-2D19-41WC03"				"101"		"хвостовик диаметром 25мм"	"2D"	"19"	
"350"	"51"	"30"		"C25-2D20-43WC03 LIFENG "				"101"		"хвостовик диаметром 25мм"	"2D"	"20"	
"353"	"51"	"30"		"C25-3D21-66WC04 WEILA "				"101"		"хвостовик диаметром 25мм"	"3D"	"21"	
"354"	"51"	"30"		"C25-3D22-69WC04 WEILA "				"101"		"хвостовик диаметром 25мм"	"3D"	"22"	
"356"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"3D"	"23"	
"615"				"GDR-JF5W0069 GEEFUN"									
"616"				"GDR-JF5W0070 GEEFUN"									
"357"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"2D"	"23"	
"361"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"2D"	"25"	
"362"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"3D"	"26"	
"363"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"2D"	"26"	
"364"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"3D"	"27"	
"365"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"2D"	"27"	
"368"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"3D"	"29"	
"369"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"2D"	"29"	
"375"	"51"	"30"		"C32-2D32-65WC06 WEILAI "				"101"		"хвостовик диаметром 32мм"	"2D"	"32"	
"372"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"3D"	"31"	
"373"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"2D"	"31"	
"374"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"3D"	"32"	
"366"	"51"	"30"		"C32-3D28-84WC05"				"101"		"хвостовик диаметром 32мм"	"3D"	"28"	
"382"	"51"	"30"		"C32-3D36-111WC06 WEILA "				"101"		"хвостовик диаметром 32мм"	"3D"	"36"	
"377"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"2D"	"33"	
"378"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"2D"	"34"	
"381"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"2D"	"35"	
"405"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"2D"	"47"	
"383"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"2D"	"36"	
"406"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"3D"	"48"	
"385"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"2D"	"37"	
"396"	"51"	"30"		"C40-2D43-91WC08 WEILAI "				"101"		"хвостовик диаметром 40мм"	"3D"	"43"	
"387"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"2D"	"38"	
"389"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"2D"	"39"	
"370"	"51"	"30"		"C32-3D30-94WC05 LIFENG "				"101"		"хвостовик диаметром 32мм"	"3D"	"30"	
"392"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"3D"	"41"	
"393"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"2D"	"41"	
"395"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"2D"	"42"	
"397"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"3D"	"43"	
"398"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"3D"	"44"	
"399"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"2D"	"44"	
"400"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"3D"	"45"	
"401"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"2D"	"45"	
"402"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"3D"	"46"	
"403"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"2D"	"46"	
"394"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"3D"	"42"	
"404"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"3D"	"47"	
"407"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"2D"	"48"	
"408"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"3D"	"49"	
"409"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"2D"	"49"	
"411"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"3D"	"50"	
"412"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"2D"	"51"	
"413"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"3D"	"51"	
"414"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"3D"	"52"	
"415"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"2D"	"52"	
"416"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"3D"	"53"	
"360"	"51"	"30"		"C25-3D25-78WC05 LIFENG "				"101"		"хвостовик диаметром 25мм"	"3D"	"25"	
"342"	"51"	"30"		"C25-3D16-51WC03 WEILA"				"101"		"хвостовик диаметром 25мм"	"3D"	"16"	
"351"	"51"	"30"		"C25-3D20-63WC03 LIFENG "				"101"		"хвостовик диаметром 25мм"	"3D"	"20"	
"358"	"51"	"30"		"C25-3D24-75WC04 LIFENG "				"101"		"хвостовик диаметром 25мм"	"3D"	"24"	
"359"	"51"	"30"		"C25-3D24-75WC04 WEILA "				"101"		"хвостовик диаметром 25мм"	"3D"	"24"	
"367"	"51"	"30"		"C32-2D28-59WC05 LIFENG"				"101"		"хвостовик диаметром 32мм"	"2D"	"28"	
"371"	"51"	"30"		"C32-2D30-64WC05 LIFENG"				"101"		"хвостовик диаметром 32мм"	"2D"	"30"	
"391"	"51"	"30"		"C32-2D40-84WC06 LIFENG "				"101"		"хвостовик диаметром 32мм"	"2D"	"40"	
"376"	"51"	"30"		"C32-3D33-103WC06 WEILA "				"101"		"хвостовик диаметром 32мм"	"3D"	"33"	
"380"	"51"	"30"		"C32-3D35-108WC06 WEILA "				"101"		"хвостовик диаметром 32мм"	"3D"	"35"	
"384"	"51"	"30"		"C32-3D37-116WC06 WEILA "				"101"		"хвостовик диаметром 32мм"	"3D"	"37"	
"379"	"51"	"30"		""				"101"		"хвостовик диаметром 25мм"	"3D"	"34"	
"386"	"51"	"30"		"C32-3D38-118WC06 LIFENG "				"101"		"хвостовик диаметром 25мм"	"3D"	"38"	
"388"	"51"	"30"		"C32-3D39-122WC06 WEILA "				"101"		"хвостовик диаметром 32мм"	"3D"	"39"	
"390"	"51"	"30"		"C32-3D40-124WC06 LIFENG сверло"				"101"		"хвостовик диаметром 32мм"	"3D"	"40"	
"410"	"51"	"30"		"C40-2D50-105WC08 WEILAI "				"101"		"хвостовик диаметром 40мм"	"2D"	"50"	
"417"	"51"	"30"		"C40-2D53-111WC08 WEILAI "				"101"		"хвостовик диаметром 40мм"	"2D"	"53"	
"421"	"51"	"30"		"C25-2D17.5-35WC03 USSHARP"				"101"		"хвостовик диаметром 25мм"	"2D"	"17,5"	
"422"	"51"	"30"		"C25-2D24-51WC04 LIFENG "				"101"		"хвостовик диаметром 25мм"	"2D"	"24"	
"423"	"51"	"30"		"C25-2D25-53WC05 LIFENG "				"101"		"хвостовик диаметром 25мм"	"2D"	"25"	
"424"	"51"	"30"		"C25-3D17.5-55WC03 WEILA "				"101"		"хвостовик диаметром 25мм"	"3D"	"17,5"	
"425"	"51"	"30"		"C25-3D17-54WC03 LIFENG"				"101"		"хвостовик диаметром 25мм"	"3D"	"17"	
"426"	"51"	"30"		"C25-3D18,5-58WC03 LIFENG "				"101"		"хвостовик диаметром 25мм"	"3D"	"18,5"	
"427"	"51"	"30"		"C25-3D18,5-58WC03 LIFENG "				"101"		"хвостовик диаметром 25мм"	"3D"	"18,5"	
"428"	"51"	"30"		"C25-3D18,5-58WC03 WEILA"				"101"		"хвостовик диаметром 25мм"	"3D"	"18,5"	
"429"	"51"	"30"		"C25-3D19.5-62WC03 LIFENG "				"101"		"хвостовик диаметром 25мм"	"3D"	"19,5"	
"432"	"51"	"30"		"C25-3D25,5-80WC05 LIFENG "				"101"		"хвостовик диаметром 25мм"	"3D"	"25,5"	
"430"	"51"	"30"		"C25-3D20,5-65WC03 WEILA "				"101"		"хвостовик диаметром 25мм"	"3D"	"20,5"	
"431"	"51"	"30"		"C25-3D22.5-71WC04 LIFENG "				"101"		"хвостовик диаметром 25мм"	"3D"	"22,5"	
"433"	"51"	"30"		"C25-3D25,5-81WC05 LIFENG "				"101"		"хвостовик диаметром 25мм"	"3D"	"25,5"	
"434"	"51"	"30"		"C32-2D26,5-56WC05 LIFENG "				"101"		"хвостовик диаметром 32мм"	"2D"	"26,5"	
"436"	"51"	"30"		"C32-3D26,5-83WC05 LIFENG "				"101"		"хвостовик диаметром 32мм"	"3D"	"26,5"	
"437"	"51"	"30"		"C32-3D26,5-83WC05 WEILA "				"101"		"хвостовик диаметром 32мм"	"3D"	"26,5"	
"435"	"51"	"30"		"C32-2D26,5-56WC05 WEILA "				"101"		"хвостовик диаметром 32мм"	"2D"	"26,5"	
"438"	"51"	"30"		"C32-3D30,5-96WC05 LIFENG "				"101"		"хвостовик диаметром 32мм"	"3D"	"30,5"	
"439"	"51"	"30"		"C32-3D30,5-96WC05 WEILA "				"101"		"хвостовик диаметром 32мм"	"3D"	"30,5"	
"440"	"51"	"30"		"C32-3D30-94WC05 WEILA"				"101"		"хвостовик диаметром 32мм"	"3D"	"30"	
"441"	"51"	"30"		"C32-3D32,5-102WC06 WEILAI "				"101"		"хвостовик диаметром 32мм"	"3D"	"32,5"	
"442"	"51"	"30"		"C32-3D35-109WC06 WEILA "				"101"		"хвостовик диаметром 32мм"	"3D"	"35"	
"443"	"51"	"30"		"C32-3D37-116WC06 WEILA"				"101"		"хвостовик диаметром 32мм"	"3D"	"37"	
"444"	"51"	"30"		"C32-4D27-111WC05 WEILA"				"101"		"хвостовик диаметром 32мм"	"4D"	"27"	
"445"	"51"	"30"		"C32-4D28-115WC05 WEILA"				"101"		"хвостовик диаметром 32мм"	"4D"	"28"	
"453"	"56"	"30"	""	"SWR2525M16"				"102"		"25х25"			"резьбовой средняя"
"452"	"56"	"30"	""	"SVJBR2525M16"				"102"		"25х25"			"35 градусов большая рыбка"
"449"	"56"	"30"	""	"SCLCR2525M09"				"102"		"25х25"			"двухгранный средняя"
"455"	"56"	"30"	""	"QEAD2020R12"				"102"		"20х20"			"канавочный 1,5"
"458"	"56"	"30"	""	"QEFD2525R17"				"102"		"25х25"			"канавочный 3мм"
"457"	"56"	"30"	""	"QEBD2525R07"				"102"		"25х25"			"канавочный 2мм"
"460"	"56"	"30"	""	"QEHD2525R22"				"102"		"25х25"			"канавочный 5мм"
"459"	"56"	"30"	""	"QEGD2525R22"				"102"		"25х25"			"канавочный 4мм"
"446"	"51"	"30"		"C32-4D40-164WC06 LIFENG "	"3"	"10"	"5"	"101"		"хвостовик диаметром 32мм"	"4D"	"40"	
"479"	"56"	"30"	""	"S25S-SVUBR16"				"103"				"25"	"35 градусов большая"
"482"	"56"	"30"	""	"S32T-SCLCR12"				"103"				"32"	"двухгранная большая"
"448"	"56"	"30"	""	"SCLCR2525M12"				"102"		"25х25"			"двухгранный большая"
"447"	"56"	"30"	""	"MWLNR2525M08"				"102"		"25х25"			"треугольный"
"484"	"56"	"30"		"MFH325R10-25/140"				"103"		"10-25"		"25"	"канавочный торцевой 3мм"
"451"	"56"	"30"	""	"ADJNR2525M1506"				"102"		"25х25"			"55 градусов большая"
"450"	"56"	"30"	""	"SDJCR2525M11"				"102"		"25х25"			"55 градусов средняя"
"483"	"56"	"30"		"С25R-QFDR07-33"	"50"	"10"	"-40"	"103"				"25"	"канавочный 3мм"
"464"	"56"	"30"	""	"SNR0016B11"				"103"				"16"	"резьбовой маленькая"
"481"	"56"	"30"	""	"S25S-SCLCR12"				"103"				"25"	"двухгранная большая"
"480"	"56"	"30"	""	"S20Q-SCLCR09"				"103"				"20"	"двухгранная средняя"
"478"	"56"	"30"	""	"S25S-SVZBR16"				"104"				"25"	"35 градусов большая"
"477"	"56"	"30"	""	"S16Q-SVUCR11"				"103"				"16"	"35 градусов маленькая"
"476"	"56"	"30"	""	"S16R-SDUCR07"				"103"				"16"	"55 градусов маленькая"
"475"	"56"	"30"	""	"S16Q-SCLCR09"				"103"				"16"	"двухгранная средняя"
"474"	"56"	"30"	""	"S16Q-SCLCR06"				"103"				"16"	"двухгранная маленькая"
"473"	"56"	"30"	""	"S12M-SDUCR07"				"103"				"12"	"55 градусов маленькая"
"472"	"56"	"30"	""	"S12MSCLCR09"				"103"				"12"	"двухгранная средняя"
"470"	"56"	"30"	""	"S10K-SDUCR07"				"103"				"10"	"55 градусов маленькая"
"467"	"56"	"30"	""	"S08K-SCLCR06"				"103"				"8"	"двухгранная маленькая"
"471"	"56"	"30"	""	"S12M-SCLCR06"				"103"				"12"	"двухгранная маленькая"
"469"	"56"	"30"	""	"S10K-SCLCR06"				"103"				"10"	"двухгранная маленькая"
"468"	"56"	"30"	""	"S08K-SDUCR07"				"103"				"8"	"55 градусов маленькая"
"466"	"56"	"30"	""	"SNR0010M11"				"103"				"10"	"резьбовой маленькая"
"465"	"56"	"30"	""	"SNR0012K11"				"103"				"12"	"резьбовой маленькая"
"463"	"56"	"30"	""	"SNR0016Q16"				"103"				"16"	"резьбовой средняя"
"462"	"56"	"30"	""	"SNR0025S16"				"103"				"25"	"резьбовой средняя"
"461"	"56"	"30"	""	"SNR0020R16"				"103"				"20"	"резьбовой средняя"
"456"	"56"	"30"	""	"KTGFR2525M16"				"102"		"25х25"			"канавочный"
"454"	"56"	"30"	""	"SWR2525M22"				"102"		"25х25"			"резьбовой большая"
"485"	"56"	"30"		"MFH220R0.8-25/140"				"103"		"0,8-25"		"20"	"канавочный торцевой 2мм"
"486"	"56"	"30"		"S40T-SCLCR12"				"103"				"40"	"двухгранный большая"
"487"	"56"	"30"		"S20Q-KTGFL16-25D"				"103"				"20"	"канавочный пластина сбоку"
"488"	"56"	"30"		"S16N-KTGFL16-21D"				"103"				"16"	"канавочный пластина сбоку"
"489"	"56"	"30"		"S32-SVUBR16"				"103"				"32"	"35 градусов большая рыбка"
"490"	"51"	"30"		"S40-SVUBR16"				"103"				"40"	"35 градусов большая рыбка"
"491"	"56"	"30"		"S32TSIR16"				"103"				"32"	"резьбовой средняя"
"492"	"56"	"30"		"S40T-SIR16"				"103"				"40"	"резьбовой средняя"
"493"	"56"	"30"		"S50U SCLCR12"				"103"				"50"	"двухгранная большая"
"494"	"56"	"30"		"S50U-SVUCR16"				"103"				"50"	"35 градусов большая рыбка"
"495"				"GDR-JF3W0011 GEEFUN"									
"496"				"GDR-JF3W00115 GEEFUN"									
"497"				"GDR-JF3W0012 GEEFUN"									
"498"				"GDR-JF3W0013 GEEFUN"									
"499"				"GDR-JF3W00145 GEEFUN"									
"500"				"GDR-JF3W0015 GEEFUN"									
"501"				"GDR-JF3W0016 GEEFUN"									
"502"				"GDR-JF3W0017 GEEFUN"									
"503"				"GDR-JF3W0018 GEEFUN"									
"504"				"GDR-JF3W0021 GEEFUN"									
"505"				"GDR-JF3W0022 GEEFUN"									
"506"				"GDR-JF3W0023 GEEFUN"									
"507"				"GDR-JF3W0024 GEEFUN"									
"508"				"GDR-JF3W0025 GEEFUN"									
"509"				"GDR-JF3W0026 GEEFUN"									
"510"				"GDR-JF3W0027 GEEFUN"									
"511"				"GDR-JF3W0030 GEEFUN"									
"512"				"GDR-JF3W00305 GEEFUN"									
"513"				"GDR-JF3W0031 GEEFUN"									
"514"				"GDR-JF3W00315 GEEFUN"									
"515"				"GDR-JF3W0032 GEEFUN"									
"516"				"GDR-JF3W00325 GEEFUN"									
"517"				"GDR-JF3W0033 GEEFUN"									
"518"				"GDR-JF3W00335 GEEFUN"									
"519"				"GDR-JF3W0034 GEEFUN"									
"520"				"GDR-JF3W0035 GEEFUN"									
"521"				"GDR-JF3W00355 GEEFUN"									
"522"				"GDR-JF3W0036 GEEFUN"									
"523"				"GDR-JF3W0037 GEEFUN"									
"524"				"GDR-JF3W0038 GEEFUN"									
"525"				"GDR-JF3W0039 GEEFUN"									
"526"				"GDR-JF3W0040 GEEFUN"									
"527"				"GDR-JF3W00405 GEEFUN"									
"528"				"GDR-JF3W0041 GEEFUN"									
"529"				"GDR-JF3W0042 GEEFUN"									
"530"				"GDR-JF3W00425 GEEFUN"									
"531"				"GDR-JF3W0043 GEEFUN"									
"532"				"GDR-JF3W0044 GEEFUN"									
"533"				"GDR-JF3W0045 GEEFUN"									
"534"				"GDR-JF3W00455 GEEFUN"									
"535"				"GDR-JF3W00465 GEEFUN"									
"536"				"GDR-JF3W0047 GEEFUN"									
"537"				"GDR-JF3W0048 GEEFUN"									
"538"				"GDR-JF3W0049 GEEFUN"									
"539"				"GDR-JF3W0050 GEEFUN"									
"540"				"GDR-JF3W00502 GEEFUN"									
"541"				"GDR-JF3W0051 GEEFUN"									
"542"				"GDR-JF3W00552 GEEFUN"									
"543"				"GDR-JF3W00555 GEEFUN"									
"544"				"GDR-JF3W0056 GEEFUN"									
"545"				"GDR-JF3W0060 GEEFUN"									
"546"				"GDR-JF3W0061 GEEFUN"									
"547"				"GDR-JF3W0063 GEEFUN"									
"548"				"GDR-JF3W0065 GEEFUN"									
"549"				"GDR-JF3W00662 GEEFUN"									
"550"				"GDR-JF3W0067 GEEFUN"									
"551"				"GDR-JF3W0068 GEEFUN"									
"552"				"GDR-JF3W0071 GEEFUN"									
"553"				"GDR-JF3W00723 GEEFUN"									
"554"				"GDR-JF3W0075 GEEFUN"									
"555"				"GDR-JF3W0076 GEEFUN"									
"556"				"GDR-JF3W0077 GEEFUN"									
"557"				"GDR-JF3W0078 GEEFUN"									
"558"				"GDR-JF3W0080 GEEFUN"									
"559"				"GDR-JF3W00805 GEEFUN"									
"560"				"GDR-JF3W00825 GEEFUN"									
"561"				"GDR-JF3W0085 GEEFUN"									
"562"				"GDR-JF3W0087 GEEFUN"									
"563"				"GDR-JF3W0090 GEEFUN"									
"564"				"GDR-JF3W0101 GEEFUN"									
"565"				"GDR-JF3W0102 GEEFUN"									
"566"				"GDR-JF3W0103 GEEFUN"									
"567"				"GDR-JF3W0105 GEEFUN"									
"568"				"GDR-JF3W0121 GEEFUN"									
"569"				"GDR-JF3W0122 GEEFUN"									
"570"				"GDR-JF3W0131 GEEFUN"									
"571"				"GDR-JF3W0137 GEEFUN"									
"572"				"GDR-JF3W0139 GEEFUN"									
"573"				"GDR-JF3W0140 GEEFUN"									
"574"				"GDR-JF3W0141 GEEFUN"									
"575"				"GDR-JF3W0151 GEEFUN"									
"576"				"GDR-JF3W0176 GEEFUN"									
"577"				"GDR-JF3WJ0001 GEEFUN"									
"578"				"GDR-JF3WJ0002 GEEFUN"									
"579"				"GDR-JF3WJ0025 GEEFUN"									
"580"				"GDR-JF3WJ0026 GEEFUN"									
"581"				"GDR-JF5W0001 GEEFUN"									
"582"				"GDR-JF5W0005 GEEFUN"									
"583"				"GDR-JF5W0010 GEEFUN"									
"584"				"GDR-JF5W0015 GEEFUN"									
"585"				"GDR-JF5W0016 GEEFUN"									
"586"				"GDR-JF5W00265 GEEFUN"									
"587"				"GDR-JF5W0028 GEEFUN"									
"588"				"GDR-JF5W0029 GEEFUN"									
"589"				"GDR-JF5W0030 GEEFUN"									
"590"				"GDR-JF5W0031 GEEFUN"									
"591"				"GDR-JF5W0032 GEEFUN"									
"592"				"GDR-JF5W0033 GEEFUN"									
"593"				"GDR-JF5W0035 GEEFUN"									
"594"				"GDR-JF5W0036 GEEFUN"									
"595"				"GDR-JF5W0037 GEEFUN"									
"596"				"GDR-JF5W0040 GEEFUN"									
"597"				"GDR-JF5W0041 GEEFUN"									
"598"				"GDR-JF5W0042 GEEFUN"									
"599"				"GDR-JF5W0043 GEEFUN"									
"600"				"GDR-JF5W0046 GEEFUN"									
"601"				"GDR-JF5W0050 GEEFUN"									
"602"				"GDR-JF5W0051 GEEFUN"									
"603"				"GDR-JF5W0054 GEEFUN"									
"604"				"GDR-JF5W0055 GEEFUN"									
"605"				"GDR-JF5W0056 GEEFUN"									
"606"				"GDR-JF5W0057 GEEFUN"									
"607"				"GDR-JF5W0058 GEEFUN"									
"608"				"GDR-JF5W0060 GEEFUN"									
"609"				"GDR-JF5W0061 GEEFUN"									
"610"				"GDR-JF5W0062 GEEFUN"									
"611"				"GDR-JF5W0064 GEEFUN"									
"612"				"GDR-JF5W0065 GEEFUN"									
"613"				"GDR-JF5W0066 GEEFUN"									
"614"				"GDR-JF5W0067 GEEFUN"									
"617"				"GDR-JF5W0071 GEEFUN"									
"618"				"GDR-JF5W0074 GEEFUN"									
"619"				"GDR-JF5W0075 GEEFUN"									
"620"				"GDR-JF5W0080 GEEFUN"									
"621"				"GDR-JF5W0081 GEEFUN"									
"622"				"GDR-JF5W0082 GEEFUN"									
"623"				"GDR-JF5W0083 GEEFUN"									
"624"				"GDR-JF5W0084 GEEFUN"									
"625"				"GDR-JF5W0085 GEEFUN"									
"626"				"GDR-JF5W0086 GEEFUN"									
"627"				"GDR-JF5W0087 GEEFUN"									
"628"				"GDR-JF5W0088 GEEFUN"									
"629"				"GDR-JF5W0089 GEEFUN"									
"630"				"GDR-JF5W0090 GEEFUN"									
"631"				"GDR-JF5W0091 GEEFUN"									
"632"				"GDR-JF5W0092 GEEFUN"									
"633"				"GDR-JF5W0093 GEEFUN"									
"634"				"GDR-JF5W0094 GEEFUN"									
"635"				"GDR-JF5W0095 GEEFUN"									
"636"				"GDR-JF5W0096 GEEFUN"									
"637"				"GDR-JF5W0100 GEEFUN"									
"638"				"GDR-JF5W0101 GEEFUN"									
"639"				"GDR-JF5W0102 GEEFUN"									
"640"				"GDR-JF5W0106 GEEFUN"									
"641"				"GDR-JF5W0110 GEEFUN"									
"642"				"GDR-JF5W0111 GEEFUN"									
"643"				"GDR-JF5W0115 GEEFUN"									
"644"				"GDR-JF5W0116 GEEFUN"									
"645"				"GDR-JF5W0117 GEEFUN"									
"646"				"GDR-JF5W0120 GEEFUN"									
"647"				"GDR-JF5W01205 GEEFUN"									
"648"				"GDR-JF5W0121 GEEFUN"									
"649"				"GDR-JF5W0130 GEEFUN"									
"650"				"GDR-JF5W0131 GEEFUN"									
"651"				"GDR-JF5W0139 GEEFUN"									
"652"				"GDR-JF5W0140 GEEFUN"									
"653"				"GDR-JF5W0141 GEEFUN"									
"654"				"DR10D0010 GEEFUN"									
"655"				"DR10D0011 GEEFUN"									
"656"				"DR10D0012 GEEFUN"									
"657"				"DR10D0013 GEEFUN"									
"658"				"DR10D0014 GEEFUN"									
"659"				"DR10D0015 GEEFUN"									
"660"				"DR10D0016 GEEFUN"									
"661"				"DR10D0017 GEEFUN"									
"662"				"DR10D0018 GEEFUN"									
"663"				"DR10D0019 GEEFUN"									
"664"				"DR10D0020 GEEFUN"									
"665"				"DR10D0021 GEEFUN"									
"666"				"DR10D0022 GEEFUN"									
"667"				"DR10D0023 GEEFUN"									
"668"				"DR10D0024 GEEFUN"									
"669"				"DR10D0025 GEEFUN"									
"670"				"DR10D0026 GEEFUN"									
"671"				"DR10D0027 GEEFUN"									
"672"				"DR10D0028 GEEFUN"									
"673"				"DR10D0029 GEEFUN"									
"674"				"DR10D0030 GEEFUN"									
"675"				"GDR-JFDJ01075 - NOR GEEFUN"									
"676"				"GDR-JFDJ01275 GEEFUN"									
"677"				"GDR-JFDJ03350 - NOR GEEFUN"									
"678"				"GDR-JFDJ04450 - NOR GEEFUN"									
"679"				"GDR-JFDJ05550 - NOR GEEFUN"									
"680"				"GDR-JFDJ06650 GEEFUN"									
"681"				"GDR-JFDJ08860 - NOR GEEFUN"									
"682"				"ALN-JF3F01450 GEEFUN"									
"683"				"ALN-JF3F01475 GEEFUN"									
"684"				"ALN-JF3F01675 GEEFUN"									
"685"				"ALN-JF3F02450 GEEFUN"									
"686"				"ALN-JF3F02475 GEEFUN"									
"687"				"ALN-JF3F025450 GEEFUN"									
"688"				"ALN-JF3F025475 GEEFUN"									
"689"				"ALN-JF3F03450 GEEFUN"									
"690"				"ALN-JF3F03475 GEEFUN"									
"691"				"ALN-JF3F035450 GEEFUN"									
"692"				"ALN-JF3F035475 GEEFUN"									
"693"				"ALN-JF3F044100 GEEFUN"									
"694"				"ALN-JF3F04450 GEEFUN"									
"695"				"ALN-JF3F04475 GEEFUN"									
"696"				"ALN-JF3F046100 GEEFUN"									
"697"				"ALN-JF3F04650 GEEFUN"									
"698"				"ALN-JF3F05650 GEEFUN"									
"699"				"ALN-JF3F05675 GEEFUN"									
"700"				"ALN-JF3F066100 GEEFUN"									
"701"				"ALN-JF3F06650 GEEFUN"									
"702"				"ALN-JF3F06675 GEEFUN"									
"703"				"ALN-JF3F07860 GEEFUN"									
"704"				"ALN-JF3F088100 GEEFUN"									
"705"				"ALN-JF3F08860 GEEFUN"									
"706"				"ALN-JF3F08875 GEEFUN"									
"707"				"ALN-JF3F1010100 GEEFUN"									
"708"				"ALN-JF3F1010100-45 GEEFUN"									
"709"				"ALN-JF3F101075 GEEFUN"									
"710"				"ALN-JF3F1212100 GEEFUN"									
"711"				"ALN-JF3F121275 GEEFUN"									
"712"				"ALN-JF3F141480 GEEFUN"									
"713"				"ALN-JF3F15450 GEEFUN"									
"714"				"ALN-JF3F1616100 GEEFUN"									
"715"				"ALN-JF3F1616150 GEEFUN"									
"716"				"ALN-JF3F2020100 GEEFUN"									
"717"				"ALN-JF3F2020150 GEEFUN"									
"718"				"NOR-JF4F01475 GEEFUN"									
"719"				"NOR-JF4F01650 GEEFUN"									
"720"				"NOR-JF4F01675 GEEFUN"									
"721"				"NOR-JF4F02450 GEEFUN"									
"722"				"NOR-JF4F02475 GEEFUN"									
"724"				"NOR-JF4F025475 GEEFUN"									
"725"				"NOR-JF4F03375 GEEFUN"									
"726"				"NOR-JF4F03450 GEEFUN"									
"727"				"NOR-JF4F035450 GEEFUN"									
"728"				"NOR-JF4F035475 GEEFUN"									
"729"				"NOR-JF4F03650 GEEFUN"									
"730"				"NOR-JF4F03675 GEEFUN"									
"731"				"NOR-JF4F04450 GEEFUN"									
"732"				"NOR-JF4F04475 GEEFUN"									
"733"				"NOR-JF4F04650 GEEFUN"									
"734"				"NOR-JF4F05575 GEEFUN"									
"735"				"NOR-JF4F05650 GEEFUN"									
"736"				"NOR-JF4F066100 GEEFUN"									
"737"				"NOR-JF4F06650 GEEFUN"									
"738"				"NOR-JF4F06675 GEEFUN"									
"739"				"NOR-JF4F088100 GEEFUN"									
"740"				"NOR-JF4F08860 GEEFUN"									
"741"				"NOR-JF4F08875 GEEFUN"									
"742"				"NOR-JF4F1010100 GEEFUN"									
"743"				"NOR-JF4F101075 GEEFUN"									
"744"				"NOR-JF4F1212100 GEEFUN"									
"745"				"NOR-JF4F121275 GEEFUN"									
"746"				"NOR-JF4F1414100 GEEFUN"									
"747"				"NOR-JF4F141480 GEEFUN"									
"748"				"NOR-JF4F15450 GEEFUN"									
"749"				"NOR-JF4F1616100 GEEFUN"									
"750"				"NOR-JF4F1616150 GEEFUN"									
"751"				"NOR-JF4F1818100 GEEFUN"									
"752"				"NOR-JF4F2020100 GEEFUN"									
"753"				"NOR-JF4F2020150 GEEFUN"									
"754"				"NOR-JF4R056675 GEEFUN"									
"755"				"NOR-JF4R106650 GEEFUN"									
"756"				"NOR-JF4R108860 GEEFUN"									
"757"				"NOR-JF4R108875 GEEFUN"									
"758"				"NOR-JF4R1101075 GEEFUN"									
"759"				"NOR-JF4R20450 GEEFUN"									
